iter	RMSE
647	0.02241501581
648	0.02234704466
649	0.02228767931
650	0.02224619199
651	0.02220690115
652	0.02214902337
653	0.02213621536
654	0.02212860016
655	0.02207400902
656	0.02202790131
657	0.02195047161
658	0.02188117884
659	0.02184855837
660	0.02182205776
661	0.02175876927
662	0.02167811113
663	0.02164633888
664	0.02160926867
665	0.02156002333
666	0.02151744634
667	0.02148129566
668	0.021413391
669	0.02137416359
670	0.02133747062
671	0.02126634406
672	0.02122170934
673	0.02116053549
674	0.02106195023
675	0.02099313731
676	0.02095251094
677	0.02086132221
678	0.02081134383
679	0.02075919121
680	0.02071901319
681	0.02067893614
682	0.02060560847
683	0.02055505151
684	0.02049661267
685	0.02045167333
686	0.02040339938
687	0.02035723567
688	0.02029335344
689	0.02025672317
690	0.02018735898
691	0.02016816818
692	0.02011745396
693	0.0200784933
694	0.02002706839
695	0.0199631372
696	0.01987978768
697	0.01984703359
698	0.0197708301
699	0.01973261836
700	0.01968378264
701	0.01964101229
702	0.01961324192
703	0.01954560565
704	0.0194958788
705	0.01947924103
706	0.01943359143
707	0.01937369409
708	0.01934564659
709	0.01930411582
710	0.01925792561
711	0.01921266607
712	0.01915481916
713	0.0190864921
714	0.01904230744
715	0.01897569875
716	0.01894854952
717	0.01887641525
718	0.01883254512
719	0.01879616167
720	0.01874189194
721	0.0187043184
722	0.01864382248
723	0.01860174712
724	0.01858615605
725	0.01850358265
726	0.01847612513
727	0.01842841891
728	0.0183829655
729	0.01833334573
730	0.01827905901
731	0.01824116305
732	0.01819735773
733	0.01814425289
734	0.01810530155
735	0.01804349955
736	0.01801318135
737	0.01799176256
738	0.01796068736
739	0.01792095649
740	0.01789216756
741	0.01785989986
742	0.01781137661
743	0.01776484659
744	0.01770461511
745	0.01768255686
746	0.0176312199
747	0.01758272808
748	0.01751811736
749	0.01747155316
750	0.01743768184
751	0.01741011015
752	0.01739428324
753	0.01734763031
754	0.0173244622
755	0.01730311322
756	0.01726257105
757	0.01721129571
758	0.01717609746
759	0.01712428511
760	0.01705509511
761	0.01700658242
762	0.01696855888
763	0.0169186282
764	0.01687063186
765	0.0168192422
766	0.01678512792
767	0.0167407923
768	0.01671198819
769	0.01667467401
770	0.01664651612
771	0.01660411134
772	0.01655510794
773	0.01653243099
774	0.01649909414
775	0.01643495862
776	0.01639699543
777	0.01637160247
778	0.01632517825
779	0.01628627915
780	0.01623665335
781	0.01618808928
782	0.01613220591
783	0.01610919103
784	0.01606047877
785	0.01600152251
786	0.01598065551
787	0.01593021547
788	0.01587744558
789	0.01585088869
790	0.01579926427
791	0.01576573695
792	0.01571451349
793	0.01567770365
794	0.01561769489
795	0.01558609982
796	0.01552430328
797	0.01547382784
798	0.01544850755
799	0.01542334537
800	0.01539559559
801	0.01536489724
802	0.01532601722
803	0.01529001217
804	0.01526408014
805	0.01524231621
806	0.01520673521
807	0.01516398683
808	0.01515241602
809	0.01514303456
810	0.01511733504
811	0.015086219
812	0.01504641549
813	0.01500847247
814	0.01498297686
815	0.01494749684
816	0.01493019747
817	0.01490208658
818	0.01487687159
819	0.01486048065
820	0.01482719454
821	0.01480004004
822	0.01476514473
823	0.01473829411
824	0.01471689344
825	0.01468450079
826	0.01464964924
827	0.01462407538
828	0.01459451752
829	0.01455948125
830	0.01452094676
831	0.01449310664
832	0.01446785788
833	0.01443256179
834	0.01439896051
835	0.01435784661
836	0.01433264273
837	0.01430064195
838	0.0142749132
839	0.01424247149
840	0.01422076623
841	0.01417679861
842	0.0141427192
843	0.01409443944
844	0.014056961
845	0.01403209764
846	0.01401502247
847	0.01398618786
848	0.01396321285
849	0.01394113181
850	0.0138923906
851	0.01385608406
852	0.01383032087
853	0.0137755829
854	0.01375197489
855	0.01370436683
856	0.01365895154
857	0.01362475949
858	0.01361498897
859	0.01358929082
860	0.01356008761
861	0.01352794251
862	0.01348895883
863	0.01345337246
864	0.01341486247
865	0.01338285055
866	0.01334982344
867	0.01333899852
868	0.01331658684
869	0.01328906981
870	0.0132520117
871	0.01321637616
872	0.0131948829
873	0.01316133478
874	0.01312828867
875	0.01310750486
876	0.01307360675
877	0.01305731191
878	0.01301167237
879	0.01298351622
880	0.01295933127
881	0.01293888244
882	0.01291034376
883	0.01289130484
884	0.01286174549
885	0.01283385266
886	0.01281442617
887	0.01278570452
888	0.01275549056
889	0.01273620553
890	0.01270080143
891	0.01268200967
892	0.0126662832
893	0.01264450419
894	0.01261054066
895	0.01256703884
896	0.01253703365
897	0.01250279643
898	0.01247908398
899	0.01244637993
900	0.01241143357
901	0.01238290263
902	0.01236371306
903	0.01235234944
904	0.01232304498
905	0.01229358193
906	0.01227237274
907	0.01225247475
908	0.01223003305
909	0.01220841026
910	0.012189871
911	0.01215321264
912	0.01211102113
913	0.01208829709
914	0.01205704218
915	0.01203318441
916	0.01201305622
917	0.01198588983
918	0.01194713375
919	0.01192965634
920	0.01190222977
921	0.01188502798
922	0.01186356725
923	0.01183764992
924	0.01182283464
925	0.01178699747
926	0.01175927621
927	0.01173355553
928	0.01171490101
929	0.01168913662
930	0.01166460697
931	0.01162455159
932	0.01160726938
933	0.01159004113
934	0.01157602321
935	0.0115636951
936	0.01154796495
937	0.01152176019
938	0.01149387815
939	0.01146622998
940	0.01144110466
941	0.01141639146
942	0.01139826821
943	0.0113671597
944	0.01134765923
945	0.01133630597
946	0.01132085881
947	0.0113017788
948	0.01128947348
949	0.01127249689
950	0.01124169282
951	0.01122478128
952	0.01120294772
953	0.01117371911
954	0.01115735717
955	0.01113604816
956	0.01111120516
957	0.01108936804
958	0.01106443956
959	0.01102583978
960	0.01099894704
961	0.01096997445
962	0.01095283879
963	0.01093738602
964	0.01091564968
965	0.01090045323
966	0.01089201768
967	0.01086312068
968	0.01084816542
969	0.0108140527
970	0.01079674274
971	0.01077929249
972	0.0107692363
973	0.0107430863
974	0.01072668916
975	0.01071202007
976	0.01069603481
977	0.01068158918
978	0.01065881777
979	0.01063805048
980	0.01061847832
981	0.01060213171
982	0.0105735446
983	0.01056617626
984	0.01055221214
985	0.01053219096
986	0.01051935426
987	0.01048981812
988	0.01047311075
989	0.01045329663
990	0.01042287098
991	0.01040298788
992	0.01038983472
993	0.01037286727
994	0.01034971004
995	0.01032538312
996	0.01031021537
997	0.0102973449
998	0.01027616045
999	0.01024778783
