user_id,recomendations
145,"[874972, 1082185, 1029743, 1127831, 951590]"
146,"[874972, 995242, 905636, 1127470, 1092149]"
147,"[874972, 1082185, 1029743, 1127831, 951590]"
148,"[874972, 1082185, 1106523, 1127831, 951590]"
149,"[874972, 1029743, 951590, 1082185, 1127831]"
150,"[874972, 1082185, 1029743, 1127831, 951590]"
151,"[874972, 5569230, 824005, 843756, 963365]"
152,"[874972, 1082185, 1029743, 1127831, 951590]"
153,"[874972, 853643, 1093113, 1062128, 1072523]"
154,"[874972, 1082185, 1029743, 1127831, 951590]"
155,"[874972, 1082185, 1106523, 1127831, 951590]"
156,"[874972, 833025, 1057260, 990797, 865456]"
157,"[874972, 916122, 1126899, 923746, 928932]"
158,"[874972, 1082185, 12731714, 862349, 10149640]"
159,"[874972, 1082185, 1004906, 1050851, 1106301]"
160,"[874972, 1082185, 961554, 862349, 1101010]"
161,"[825343, 981760, 916122, 5568378, 844179]"
162,"[874972, 1070820, 916122, 1122358, 879528]"
163,"[874972, 1082185, 1029743, 1127831, 951590]"
164,"[874972, 1082185, 5592931, 1029743, 1092026]"
165,"[874972, 1082185, 1029743, 1127831, 951590]"
166,"[874972, 995242, 951590, 1082185, 844179]"
167,"[874972, 953180, 1085435, 1009046, 1082185]"
168,"[874972, 1082185, 1004906, 1029743, 878996]"
169,"[874972, 1037894, 12757316, 1099164, 1082185]"
170,"[874972, 1029743, 951590, 1082185, 1127831]"
171,"[874972, 907625, 933354, 1082185, 1029743]"
172,"[874972, 1082185, 1029743, 1106523, 1127831]"
173,"[874972, 1082185, 1029743, 1127831, 951590]"
174,"[825343, 951590, 1050851, 1027168, 900586]"
175,"[874972, 1082185, 1029743, 1127831, 951590]"
176,"[874972, 1082185, 1029743, 1127831, 951590]"
177,"[874972, 1082185, 1029743, 1127831, 951590]"
178,"[874972, 1106523, 951590, 1110572, 1039156]"
179,"[874972, 1082185, 1029743, 1127831, 951590]"
180,"[874972, 1029743, 1127831, 1082185, 951590]"
181,"[874972, 1082185, 1029743, 1127831, 951590]"
182,"[874972, 1082185, 1029743, 1127831, 951590]"
183,"[874972, 883404, 1082185, 1029743, 1106523]"
184,"[848029, 1082185, 981760, 851287, 12384365]"
185,"[874972, 1082185, 983584, 1029743, 1101010]"
186,"[874972, 1082185, 1029743, 1127831, 951590]"
187,"[849202, 961554, 908531, 971949, 15926775]"
188,"[874972, 847982, 879755, 1081310, 1082185]"
189,"[874972, 1082185, 1029743, 1127831, 951590]"
190,"[874972, 942817, 825365, 1079228, 1082185]"
191,"[874972, 1039156, 1082185, 1029743, 1106523]"
192,"[874972, 1056509, 1074524, 1029743, 5569230]"
193,"[1134483, 1106523, 944139, 831712, 9420067]"
194,"[874972, 1082185, 845208, 923746, 838186]"
195,"[12262830, 995242, 1082185, 981760, 961554]"
196,"[970747, 1082185, 1029743, 1106523, 1127831]"
197,"[874972, 838186, 882830, 1126899, 7462562]"
198,"[12810464, 1106523, 844179, 1082185, 1075368]"
199,"[874972, 9523058, 849843, 1082185, 1029743]"
200,"[874972, 1058997, 909894, 898601, 1082185]"
201,"[874972, 1133018, 5568378, 844179, 6034857]"
202,"[1137346, 916122, 944534, 1019247, 995896]"
203,"[874972, 1029743, 5569471, 914190, 948384]"
204,"[874972, 5569230, 1053690, 1036347, 921504]"
205,"[1021324, 840361, 949965, 1106523, 1082185]"
206,"[874972, 1082185, 1029743, 1127831, 951590]"
207,"[874972, 1082185, 1029743, 1127831, 951590]"
208,"[874972, 1082185, 916122, 981760, 862349]"
209,"[825343, 1029743, 1068719, 845208, 899624]"
210,"[12262778, 1082185, 911470, 1106523, 12810393]"
211,"[874972, 1110572, 1115098, 962229, 832678]"
212,"[874972, 995242, 1056509, 13842214, 847982]"
213,"[1000753, 1102959, 1082185, 1029743, 1106523]"
214,"[874972, 1082185, 901062, 1019643, 6633273]"
215,"[874972, 1082185, 981760, 916122, 1136257]"
216,"[874972, 6533936, 974204, 1082185, 1029743]"
217,"[1000753, 1082185, 951590, 995242, 844179]"
218,"[969725, 1029743, 909714, 962568, 866540]"
219,"[1034176, 995242, 6034857, 1082185, 981760]"
220,"[874972, 995242, 866211, 1027569, 1038462]"
221,"[874972, 1082185, 981760, 1133018, 1043751]"
222,"[874972, 859075, 866211, 1082185, 1058997]"
223,"[874972, 1029743, 1127831, 1082185, 951590]"
224,"[874972, 845265, 1082185, 1029743, 1106523]"
225,"[829291, 902172, 823721, 9420312, 9487603]"
226,"[874972, 1082185, 1029743, 1106523, 1127831]"
227,"[874972, 908531, 890695, 898601, 1104604]"
228,"[874972, 893118, 1101725, 1082185, 1029743]"
229,"[874972, 1082185, 1106523, 1127831, 951590]"
230,"[874972, 995242, 1042438, 1044078, 982790]"
231,"[874972, 1082185, 1029743, 1127831, 951590]"
232,"[1137346, 1106523, 979707, 923746, 870547]"
233,"[833940, 995242, 1082185, 1068719, 859075]"
234,"[874972, 1082185, 1029743, 1127831, 951590]"
235,"[1021324, 1133018, 970030, 908531, 911470]"
236,"[874972, 1076056, 829852, 857554, 1082185]"
237,"[874972, 1082185, 1029743, 1127831, 951590]"
238,"[874972, 1082185, 1029743, 1127831, 951590]"
239,"[874972, 1082185, 1004906, 1133018, 1096036]"
240,"[12731432, 1106523, 1082185, 844179, 5569230]"
241,"[874972, 1082185, 1029743, 1106523, 1127831]"
242,"[874972, 1082185, 1044078, 1029743, 844179]"
243,"[874972, 961554, 1053690, 1126899, 6034857]"
244,"[874972, 1082185, 1133018, 834117, 909894]"
245,"[874972, 1082185, 1029743, 1106523, 1127831]"
246,"[874972, 1070820, 1042438, 922127, 826385]"
247,"[874972, 1133018, 1081177, 1082185, 1132771]"
248,"[874972, 1082185, 1029743, 1106523, 1127831]"
249,"[874972, 1029743, 1082185, 1029743, 1106523]"
250,"[874972, 840361, 962568, 995242, 844179]"
251,"[874972, 1070820, 5568378, 1075368, 1043590]"
252,"[874972, 1082185, 1029743, 1106523, 1127831]"
253,"[874972, 1082185, 1044078, 844179, 951590]"
254,"[874972, 982493, 1082185, 1029743, 1106523]"
255,"[874972, 1082185, 1029743, 1127831, 951590]"
256,"[874972, 1075368, 1101173, 5568378, 862349]"
257,"[874972, 883404, 993638, 1082185, 1029743]"
258,"[874972, 15926844, 1000050, 995242, 1048257]"
259,"[874972, 1082185, 1039156, 940947, 1011578]"
260,"[874972, 1082185, 834117, 909714, 15717057]"
261,"[874972, 1082185, 1029743, 1127831, 951590]"
262,"[874972, 859075, 1043751, 922561, 1040807]"
263,"[1002787, 1082185, 866211, 995242, 1044078]"
264,"[874972, 961554, 1018740, 1132771, 844054]"
265,"[874972, 1082185, 1029743, 1106523, 1127831]"
266,"[874972, 1082185, 1070820, 981760, 901062]"
267,"[874972, 1082185, 1029743, 1106523, 1127831]"
268,"[874972, 837107, 869903, 1082185, 1029743]"
269,"[874972, 1106523, 981760, 899624, 845208]"
270,"[8020166, 1106523, 981760, 844179, 951590]"
271,"[874972, 981760, 961554, 1058997, 5568378]"
272,"[874972, 1082185, 1029743, 1127831, 951590]"
273,"[874972, 859010, 985893, 1079067, 13115501]"
274,"[874972, 1084177, 841228, 830795, 1082185]"
275,"[874972, 1082185, 1133018, 840361, 961554]"
276,"[12810391, 995896, 1042942, 962568, 12731544]"
277,"[874972, 1082185, 1029743, 1127831, 951590]"
278,"[874972, 995242, 1004906, 1044078, 962229]"
279,"[874972, 1029743, 1127831, 1082185, 951590]"
280,"[874972, 1106523, 1082185, 1029743, 1106523]"
281,"[874972, 862349, 833025, 1082185, 878996]"
282,"[874972, 6034857, 957736, 985999, 5572828]"
283,"[878715, 995242, 1044078, 1082185, 916122]"
284,"[874972, 1101173, 12301405, 996156, 1082185]"
285,"[874972, 1082185, 981760, 1043590, 974108]"
286,"[1103513, 1119051, 1082185, 1029743, 1106523]"
287,"[874972, 1082185, 995242, 859075, 1096036]"
288,"[874972, 1126899, 916122, 1082185, 908531]"
289,"[874972, 981760, 962568, 970030, 1022254]"
290,"[874972, 1082185, 995242, 962229, 1012587]"
291,"[874972, 1044078, 5568378, 8090537, 1042438]"
292,"[874972, 1106523, 981760, 1053690, 1076056]"
293,"[874972, 1082185, 1106523, 1127831, 951590]"
294,"[874972, 995242, 866211, 908531, 907631]"
295,"[874972, 1082185, 1029743, 1127831, 951590]"
296,"[874972, 1082185, 1029743, 1127831, 951590]"
297,"[874972, 1101173, 1110572, 5568378, 908531]"
298,"[874972, 1082185, 1029743, 1127831, 951590]"
299,"[874972, 1082185, 1029743, 1127831, 951590]"
300,"[874972, 1082185, 1029743, 1106523, 1127831]"
301,"[874972, 916122, 857503, 1082185, 995242]"
302,"[874972, 1005274, 1062128, 892531, 1101174]"
303,"[874972, 1068719, 1133018, 1082185, 5569230]"
304,"[874972, 1106523, 1082185, 866211, 5592931]"
305,"[874972, 913210, 9858847, 1011876, 1082185]"
306,"[874972, 995242, 1082185, 840361, 5568378]"
307,"[874972, 1039156, 970202, 898212, 877447]"
308,"[874972, 950206, 947658, 1110572, 963835]"
309,"[874972, 1029743, 1127831, 1082185, 951590]"
310,"[874972, 1082185, 1029743, 1127831, 951590]"
311,"[874972, 882826, 823862, 1110572, 1082185]"
312,"[874972, 965766, 1027569, 901776, 906262]"
313,"[874972, 1082185, 1029743, 1127831, 951590]"
314,"[833940, 1133018, 903325, 1082185, 951590]"
315,"[874972, 1082185, 1029743, 1127831, 951590]"
316,"[836445, 840361, 5568378, 1096036, 1043590]"
317,"[874972, 1082185, 961554, 1029743, 951590]"
318,"[874972, 1106301, 918335, 5568729, 977481]"
319,"[874972, 1082185, 1029743, 1127831, 951590]"
320,"[874972, 1082185, 1029743, 1127831, 951590]"
321,"[874972, 979707, 5568729, 856772, 944836]"
322,"[874972, 1044078, 901062, 979707, 941734]"
323,"[826666, 1068719, 1122358, 923746, 1126895]"
324,"[874972, 979707, 970030, 1082185, 903325]"
325,"[12810464, 1082185, 5569230, 995242, 6034857]"
326,"[874972, 995242, 1101010, 8090521, 879504]"
327,"[874972, 1133018, 15926844, 883963, 884774]"
328,"[874972, 862349, 970030, 933835, 971922]"
329,"[948670, 1029743, 1082185, 859075, 854852]"
330,"[874972, 1106523, 1004906, 5592931, 923746]"
331,"[874972, 1082185, 862349, 1082185, 1029743]"
332,"[874972, 1082185, 995242, 1044078, 5568378]"
333,"[874972, 899624, 1082185, 1029743, 1106523]"
334,"[874972, 1029743, 1056509, 1082185, 860975]"
335,"[874972, 1029743, 1127831, 1082185, 951590]"
336,"[874972, 1082185, 1029743, 1127831, 951590]"
337,"[874972, 1082185, 1029743, 1127831, 951590]"
338,"[874972, 1082185, 844179, 1133018, 903325]"
339,"[874972, 1133018, 840361, 1051211, 1044188]"
340,"[874972, 1082185, 1029743, 1127831, 951590]"
341,"[874972, 1082185, 1029743, 1127831, 951590]"
342,"[938138, 854852, 847982, 870515, 1082185]"
343,"[874972, 961554, 933835, 865705, 909714]"
344,"[874972, 1082185, 1029743, 1127831, 951590]"
345,"[872342, 1082185, 1133018, 1068719, 5568378]"
346,"[825343, 986912, 1037863, 1029743, 1082185]"
347,"[874972, 1024306, 930118, 961851, 1082185]"
348,"[947858, 1106523, 923746, 990797, 5585510]"
349,"[874972, 995242, 1082185, 1044078, 878996]"
350,"[874972, 1044078, 1106523, 1082185, 1029743]"
351,"[874972, 866211, 923746, 1133018, 1082185]"
352,"[874972, 1082185, 1029743, 1127831, 951590]"
353,"[874972, 948086, 1082185, 1029743, 1106523]"
354,"[849202, 1082185, 1058997, 961554, 962568]"
355,"[874972, 1082185, 1029743, 1127831, 951590]"
356,"[874972, 926905, 1084968, 1131506, 1082185]"
357,"[833940, 1133018, 908531, 909894, 1095068]"
358,"[1021324, 845208, 1055504, 1106523, 1044078]"
359,"[874972, 1082185, 1029743, 1127831, 951590]"
360,"[874972, 1110572, 1031831, 1037894, 1082185]"
361,"[874972, 962229, 899624, 1082185, 1044078]"
362,"[874972, 983795, 922127, 1127831, 923746]"
363,"[874972, 1082185, 1029743, 1127831, 951590]"
364,"[874972, 1082185, 962229, 908531, 923746]"
365,"[874972, 986912, 832678, 1082185, 981760]"
366,"[874972, 1077555, 856772, 957741, 1128240]"
367,"[9524291, 928049, 1135476, 1082185, 862349]"
368,"[874972, 1082185, 1029743, 1127831, 951590]"
369,"[874972, 1106523, 1044078, 986912, 866211]"
370,"[874972, 1082185, 1029743, 1127831, 951590]"
371,"[874972, 1082185, 1070820, 981760, 951590]"
372,"[874972, 1082185, 1029743, 1127831, 951590]"
373,"[874972, 986912, 9926758, 999779, 1094955]"
374,"[1108094, 1037863, 923746, 1029743, 1121360]"
375,"[874972, 885023, 1058021, 1082185, 1029743]"
376,"[874972, 1044078, 859075, 1096036, 833025]"
377,"[874972, 959985, 1138443, 994223, 1082185]"
378,"[10150194, 1082185, 833025, 1035843, 910673]"
380,"[1013928, 995242, 1024306, 1082185, 951590]"
381,"[874972, 1106523, 6034857, 859075, 1006184]"
382,"[874972, 1106523, 926905, 1043787, 1115175]"
383,"[874972, 1058997, 854754, 1082185, 961554]"
384,"[825343, 1075368, 1027569, 13416351, 1055504]"
385,"[874972, 1082185, 854852, 921504, 1131321]"
386,"[874972, 995242, 1082185, 5568378, 987562]"
387,"[878715, 981760, 1126899, 1082185, 933835]"
388,"[874972, 995242, 961554, 5569327, 896369]"
389,"[887474, 1133018, 866211, 1082185, 840361]"
390,"[874972, 999714, 927860, 1082185, 1029743]"
391,"[874972, 1082185, 1106523, 1127831, 951590]"
392,"[874972, 1106523, 1082185, 981760, 916122]"
393,"[1013928, 896085, 1070272, 1029743, 1108168]"
394,"[874972, 1029743, 1082185, 986912, 1026118]"
395,"[874972, 1053690, 1000908, 5568378, 1098066]"
396,"[874972, 1082185, 1109374, 834103, 993441]"
397,"[874972, 961554, 1044078, 995242, 1082185]"
398,"[9655679, 995242, 5569230, 859075, 5592931]"
399,"[874972, 1082185, 1029743, 1127831, 951590]"
400,"[872342, 923746, 899624, 1029743, 1082185]"
401,"[874972, 1082185, 986912, 878996, 823704]"
402,"[970747, 916122, 979707, 12810393, 880150]"
403,"[874972, 1082185, 1029743, 1127831, 951590]"
404,"[874972, 898068, 5569471, 1092588, 12810422]"
405,"[874972, 961554, 916122, 854852, 962229]"
406,"[874972, 995242, 1135476, 1082185, 934399]"
407,"[9835223, 995242, 908531, 883404, 826249]"
408,"[874972, 1106523, 951590, 1082185, 1127831]"
409,"[874972, 981760, 916122, 1082185, 862349]"
410,"[874972, 995242, 962229, 923746, 871756]"
411,"[874972, 1082185, 1029743, 1106523, 1127831]"
412,"[874972, 995242, 1082185, 986912, 944534]"
413,"[874972, 838186, 5585510, 1106523, 1082185]"
414,"[874972, 1082185, 844179, 1029743, 961554]"
416,"[874972, 1082185, 1029743, 1127831, 951590]"
417,"[874972, 844165, 1050851, 995242, 1076195]"
418,"[874972, 981760, 896369, 1029743, 916122]"
419,"[874972, 1082185, 1029743, 1127831, 951590]"
420,"[874972, 1029743, 1082185, 1029743, 1106523]"
421,"[874972, 1082185, 961554, 866211, 916122]"
422,"[874972, 1082185, 1106523, 1127831, 951590]"
423,"[874972, 1082185, 1029743, 1127831, 951590]"
424,"[874972, 1082185, 1029743, 1127831, 951590]"
425,"[874972, 898068, 923746, 862349, 5568378]"
426,"[14106445, 1082185, 862349, 916122, 961554]"
427,"[874972, 1029743, 840361, 1082185, 1037863]"
428,"[874972, 1082185, 1106523, 1127831, 951590]"
429,"[874972, 995242, 1056509, 833025, 993638]"
430,"[874972, 1029743, 1082185, 983584, 5569230]"
431,"[874972, 1082185, 1029743, 1127831, 951590]"
432,"[874972, 858373, 1002771, 919596, 1076146]"
433,"[874972, 1106523, 963971, 1082185, 1137344]"
434,"[874972, 10121965, 1065593, 1048462, 1081189]"
435,"[874972, 5569230, 899624, 15926775, 1135681]"
436,"[874972, 1082185, 1029743, 1127831, 951590]"
437,"[948670, 1039156, 1082185, 1029743, 1106523]"
438,"[874972, 1029743, 961554, 840361, 6034857]"
439,"[874972, 1082185, 1029743, 1127831, 951590]"
440,"[874972, 1082185, 1029743, 1127831, 951590]"
441,"[874972, 12810393, 1124971, 1038985, 1009046]"
442,"[874972, 1126899, 833025, 909894, 974108]"
443,"[874972, 866211, 923746, 862349, 1057260]"
444,"[874972, 1082185, 1029743, 1127831, 951590]"
445,"[874972, 1082185, 1029743, 1127831, 951590]"
446,"[874972, 1082185, 1029743, 1106523, 1127831]"
447,"[874972, 986912, 995242, 1057260, 947326]"
448,"[874972, 1082185, 1029743, 1127831, 951590]"
449,"[874972, 859075, 971922, 1029743, 1053690]"
450,"[12810391, 995242, 1082185, 1044078, 1101010]"
451,"[874972, 916122, 1004906, 963868, 999971]"
452,"[874972, 1082185, 1029743, 1127831, 951590]"
453,"[874972, 1082185, 1029743, 1127831, 951590]"
454,"[848029, 1082185, 995242, 981760, 854852]"
455,"[874972, 1082185, 1029743, 1127831, 951590]"
456,"[874972, 1082185, 1029743, 1127831, 951590]"
457,"[874972, 1082185, 844165, 1029743, 905636]"
458,"[874972, 961554, 1058997, 1139493, 1089568]"
459,"[863762, 885290, 1075313, 972312, 1082185]"
460,"[874972, 981760, 826385, 1082185, 1029743]"
461,"[874972, 995242, 909714, 1050851, 1077555]"
462,"[874972, 995242, 1081177, 1137775, 1043751]"
463,"[948670, 12810393, 1045109, 1082185, 1133018]"
464,"[874972, 1082185, 961554, 995242, 833025]"
465,"[874972, 1082185, 1029743, 1127831, 951590]"
466,"[874972, 832001, 10341697, 859191, 1082185]"
467,"[874972, 916122, 834117, 1135886, 7167945]"
468,"[874972, 1082185, 845208, 1106523, 908531]"
469,"[10150194, 901062, 979707, 1082185, 862349]"
470,"[874972, 5565352, 835098, 840601, 933060]"
471,"[874972, 995242, 965766, 8090521, 869047]"
472,"[874972, 1082185, 1106523, 1127831, 951590]"
473,"[874972, 1106523, 1127831, 1082185, 951590]"
474,"[874972, 1065593, 7147145, 1082185, 1029743]"
475,"[874972, 1082185, 1106523, 1127831, 951590]"
476,"[874972, 1082185, 1029743, 1127831, 951590]"
477,"[948670, 1029743, 896369, 13945244, 879755]"
478,"[874972, 8090440, 1082185, 1029743, 1106523]"
479,"[874972, 6773108, 1082185, 1029743, 1106523]"
480,"[874972, 1009449, 1082185, 1029743, 1106523]"
481,"[874972, 1082185, 1029743, 1127831, 951590]"
482,"[836445, 1068719, 1044078, 1133018, 5568378]"
483,"[874972, 879755, 1077588, 1082185, 1029743]"
484,"[833940, 995242, 937301, 6633273, 827806]"
485,"[12810391, 1082185, 908531, 951590, 899624]"
486,"[874972, 1082185, 1029743, 1127831, 951590]"
487,"[874972, 906763, 7169034, 1082185, 1029743]"
488,"[874972, 1082185, 1029743, 1127831, 951590]"
489,"[874972, 1082185, 986912, 981760, 1058997]"
490,"[874972, 1082185, 1029743, 1127831, 951590]"
491,"[874972, 828867, 1051468, 1100972, 994223]"
492,"[874972, 1029743, 1127831, 1082185, 951590]"
493,"[874972, 995242, 840361, 1068719, 859075]"
495,"[874972, 995242, 923746, 995965, 1002558]"
496,"[874972, 1082185, 1029743, 1127831, 951590]"
497,"[874972, 7410290, 837304, 942778, 1082185]"
498,"[874972, 1082185, 1029743, 1127831, 951590]"
499,"[874972, 1082185, 1029743, 1127831, 951590]"
500,"[874972, 1082185, 1029743, 1127831, 951590]"
501,"[874972, 1082185, 1029743, 1127831, 951590]"
502,"[874972, 1029743, 845208, 859075, 866211]"
503,"[874972, 987562, 896369, 866211, 8090536]"
504,"[874972, 1082185, 1029743, 1127831, 951590]"
505,"[874972, 1127716, 1082185, 1029743, 1106523]"
506,"[849202, 1026118, 892531, 1013641, 1104414]"
507,"[874972, 1126899, 866211, 885290, 1036501]"
508,"[874972, 1004906, 1037863, 8090537, 1042907]"
509,"[874972, 1082185, 1029743, 1127831, 951590]"
510,"[1051046, 1082185, 844165, 862349, 878996]"
